timestamp,source_ip,destination_ip,protocol,action,data_size,is_encrypted,attack_label
2025-04-08 09:07:29.196038,10.0.0.21,192.168.1.40,HTTP,Packet Capture,1075,True,1
2025-04-08 09:20:29.186104,10.0.0.34,192.168.1.18,SMTP,Session Hijack,4594,False,1
2025-04-08 09:12:29.184657,10.0.0.9,192.168.1.20,SMTP,Packet Capture,750,True,1
2025-04-08 08:51:29.188114,10.0.0.39,192.168.1.7,HTTP,Session Hijack,409,False,1
2025-04-08 08:55:29.196038,10.0.0.31,192.168.1.22,HTTP,Session Hijack,1583,True,1
2025-04-08 09:33:29.204541,10.0.0.33,192.168.1.41,FTP,SSL Stripping,836,True,1
2025-04-08 09:00:29.213254,10.0.0.1,10.0.0.56,HTTP,Normal,1364,True,0
2025-04-08 09:27:29.183911,10.0.0.31,192.168.1.33,HTTPS,Session Hijack,4241,True,1
2025-04-08 09:30:29.197770,10.0.0.24,192.168.1.45,FTP,Packet Capture,2939,False,1
2025-04-08 09:28:29.208059,10.0.0.21,192.168.1.7,SMTP,Packet Capture,3517,True,1
2025-04-08 09:35:29.205088,10.0.0.16,192.168.1.12,HTTPS,Packet Capture,3721,False,1
2025-04-08 09:03:29.206797,10.0.0.50,192.168.1.49,HTTP,Session Hijack,1396,True,1
2025-04-08 08:57:29.191405,10.0.0.41,192.168.1.8,SMTP,Packet Capture,364,False,1
2025-04-08 09:00:29.203425,10.0.0.41,192.168.1.28,FTP,Packet Capture,3152,True,1
2025-04-08 08:55:29.202207,10.0.0.29,192.168.1.8,SMTP,Session Hijack,3668,False,1
2025-04-08 09:03:29.198912,10.0.0.29,192.168.1.28,SMTP,SSL Stripping,2519,False,1
2025-04-08 09:18:29.205088,10.0.0.4,192.168.1.30,HTTPS,SSL Stripping,4799,False,1
2025-04-08 09:34:29.194307,10.0.0.47,192.168.1.29,SMTP,Packet Capture,2462,True,1
2025-04-08 09:02:29.196038,10.0.0.1,192.168.1.20,SMTP,Packet Capture,1547,True,1
2025-04-08 09:03:29.200093,10.0.0.18,192.168.1.21,SMTP,SSL Stripping,3716,False,1
2025-04-08 08:57:29.187380,10.0.0.48,192.168.1.1,SMTP,SSL Stripping,2789,False,1
2025-04-08 09:09:29.198912,10.0.0.49,192.168.1.39,FTP,Packet Capture,2816,True,1
2025-04-08 09:28:29.205088,10.0.0.25,192.168.1.7,HTTPS,Packet Capture,2865,False,1
2025-04-08 09:30:29.212151,10.0.0.10,10.0.0.66,HTTPS,Normal,1937,True,0
2025-04-08 09:12:29.186104,10.0.0.32,192.168.1.46,HTTP,Session Hijack,2648,False,1
2025-04-08 09:34:29.202855,10.0.0.41,192.168.1.22,HTTP,Session Hijack,3850,True,1
2025-04-08 09:49:29.198347,10.0.0.27,192.168.1.38,SMTP,SSL Stripping,1718,True,1
2025-04-08 09:43:29.200093,10.0.0.8,192.168.1.35,FTP,Packet Capture,1549,True,1
2025-04-08 09:17:29.190806,10.0.0.27,192.168.1.28,HTTPS,SSL Stripping,3287,True,1
2025-04-08 08:53:29.198347,10.0.0.28,192.168.1.5,HTTP,Packet Capture,4085,False,1
2025-04-08 09:22:29.200093,10.0.0.32,192.168.1.40,HTTP,SSL Stripping,3820,True,1
2025-04-08 09:23:29.194307,10.0.0.50,192.168.1.11,SMTP,SSL Stripping,2735,True,1
2025-04-08 09:05:29.193735,10.0.0.25,192.168.1.20,SMTP,SSL Stripping,1872,False,1
2025-04-08 09:10:29.197770,10.0.0.41,192.168.1.15,HTTP,Packet Capture,1627,False,1
2025-04-08 09:44:29.205641,10.0.0.43,192.168.1.16,SMTP,SSL Stripping,3069,False,1
2025-04-08 09:49:29.187380,10.0.0.4,192.168.1.26,SMTP,SSL Stripping,2012,False,1
2025-04-08 09:15:29.185411,10.0.0.30,192.168.1.42,HTTP,Packet Capture,748,True,1
2025-04-08 09:03:29.192586,10.0.0.8,192.168.1.50,HTTPS,Session Hijack,4130,False,1
2025-04-08 09:33:29.186697,10.0.0.3,192.168.1.16,HTTPS,Session Hijack,4073,False,1
2025-04-08 09:22:29.209830,10.0.0.35,10.0.0.53,HTTPS,Normal,794,True,0
2025-04-08 09:03:29.196619,10.0.0.4,192.168.1.43,FTP,SSL Stripping,2353,False,1
2025-04-08 08:51:29.211028,10.0.0.2,10.0.0.56,HTTPS,Normal,1204,True,0
2025-04-08 08:54:29.189555,10.0.0.30,192.168.1.22,HTTP,Packet Capture,401,False,1
2025-04-08 09:39:29.212151,10.0.0.48,10.0.0.65,HTTPS,Normal,1553,True,0
2025-04-08 08:53:29.201563,10.0.0.9,192.168.1.24,FTP,SSL Stripping,2030,False,1
2025-04-08 09:10:29.203425,10.0.0.12,192.168.1.28,HTTP,Packet Capture,1798,True,1
2025-04-08 09:12:29.207542,10.0.0.50,192.168.1.35,FTP,Packet Capture,1146,False,1
2025-04-08 09:49:29.193154,10.0.0.38,192.168.1.28,SMTP,SSL Stripping,3955,False,1
2025-04-08 09:34:29.190189,10.0.0.42,192.168.1.33,HTTP,SSL Stripping,4664,False,1
2025-04-08 09:48:29.184657,10.0.0.13,192.168.1.44,FTP,Session Hijack,3556,False,1
2025-04-08 09:38:29.197196,10.0.0.25,192.168.1.20,SMTP,Packet Capture,825,True,1
2025-04-08 09:44:29.211028,10.0.0.28,10.0.0.51,HTTP,Normal,1185,True,0
2025-04-08 09:29:29.198347,10.0.0.26,192.168.1.43,HTTP,SSL Stripping,472,False,1
2025-04-08 09:47:29.211593,10.0.0.27,10.0.0.79,HTTPS,Normal,1594,True,0
2025-04-08 09:04:29.194307,10.0.0.18,192.168.1.45,FTP,Session Hijack,2593,True,1
2025-04-08 09:25:29.194307,10.0.0.22,192.168.1.44,SMTP,Session Hijack,1811,False,1
2025-04-08 09:03:29.185411,10.0.0.6,192.168.1.39,FTP,SSL Stripping,3711,False,1
2025-04-08 09:03:29.205088,10.0.0.16,192.168.1.47,SMTP,Packet Capture,915,False,1
2025-04-08 09:34:29.210430,10.0.0.44,10.0.0.94,HTTP,Normal,1281,True,0
2025-04-08 08:58:29.199481,10.0.0.39,192.168.1.46,SMTP,Packet Capture,3527,True,1
2025-04-08 09:42:29.186104,10.0.0.9,192.168.1.28,HTTPS,Packet Capture,3051,True,1
2025-04-08 09:20:29.193154,10.0.0.38,192.168.1.44,HTTPS,Packet Capture,4992,False,1
2025-04-08 09:44:29.200921,10.0.0.32,192.168.1.46,HTTPS,SSL Stripping,4246,False,1
2025-04-08 09:12:29.187380,10.0.0.21,192.168.1.45,HTTP,Session Hijack,4812,True,1
2025-04-08 09:21:29.196619,10.0.0.34,192.168.1.25,HTTPS,Session Hijack,3587,False,1
2025-04-08 09:13:29.209830,10.0.0.47,10.0.0.66,HTTP,Normal,1686,True,0
2025-04-08 09:25:29.184657,10.0.0.4,192.168.1.9,HTTP,Packet Capture,4431,True,1
2025-04-08 09:11:29.207542,10.0.0.20,192.168.1.29,HTTPS,SSL Stripping,323,False,1
2025-04-08 09:20:29.196619,10.0.0.39,192.168.1.7,HTTPS,SSL Stripping,3026,True,1
2025-04-08 09:35:29.208059,10.0.0.34,192.168.1.12,FTP,Packet Capture,1651,True,1
2025-04-08 09:08:29.191405,10.0.0.43,192.168.1.13,SMTP,SSL Stripping,4916,False,1
2025-04-08 08:53:29.213801,10.0.0.12,10.0.0.58,HTTPS,Normal,1732,True,0
2025-04-08 08:50:29.212707,10.0.0.43,10.0.0.55,HTTPS,Normal,1389,True,0
2025-04-08 09:05:29.192586,10.0.0.43,192.168.1.7,FTP,Session Hijack,3900,True,1
2025-04-08 09:09:29.212707,10.0.0.49,10.0.0.69,HTTP,Normal,994,True,0
2025-04-08 09:23:29.194910,10.0.0.42,192.168.1.44,HTTPS,Session Hijack,3998,True,1
2025-04-08 09:18:29.192586,10.0.0.24,192.168.1.16,FTP,Packet Capture,2512,False,1
2025-04-08 09:18:29.213254,10.0.0.9,10.0.0.74,HTTP,Normal,1724,True,0
2025-04-08 09:28:29.196619,10.0.0.31,192.168.1.46,FTP,Session Hijack,657,True,1
2025-04-08 08:49:29.195481,10.0.0.45,192.168.1.5,HTTP,Session Hijack,686,False,1
2025-04-08 08:49:29.208734,10.0.0.4,192.168.1.18,FTP,SSL Stripping,939,True,1
2025-04-08 09:07:29.208059,10.0.0.31,192.168.1.27,SMTP,SSL Stripping,4061,True,1
2025-04-08 09:08:29.207542,10.0.0.25,192.168.1.9,HTTPS,Packet Capture,1766,False,1
2025-04-08 09:33:29.212151,10.0.0.24,10.0.0.71,HTTPS,Normal,1096,True,0
2025-04-08 08:54:29.184657,10.0.0.36,192.168.1.47,SMTP,Session Hijack,701,False,1
2025-04-08 08:53:29.212151,10.0.0.10,10.0.0.72,HTTP,Normal,939,True,0
2025-04-08 09:10:29.210430,10.0.0.14,10.0.0.91,HTTP,Normal,1599,True,0
2025-04-08 09:44:29.209830,10.0.0.5,10.0.0.91,HTTPS,Normal,1053,True,0
2025-04-08 08:57:29.195481,10.0.0.16,192.168.1.23,FTP,SSL Stripping,2712,False,1
2025-04-08 09:32:29.208059,10.0.0.22,192.168.1.18,FTP,Packet Capture,1719,True,1
2025-04-08 09:39:29.195481,10.0.0.28,192.168.1.31,HTTPS,SSL Stripping,3577,True,1
2025-04-08 08:58:29.202855,10.0.0.40,192.168.1.48,HTTP,SSL Stripping,4917,True,1
2025-04-08 09:41:29.186697,10.0.0.46,192.168.1.21,SMTP,Packet Capture,4612,True,1
2025-04-08 09:04:29.208734,10.0.0.28,192.168.1.36,HTTPS,SSL Stripping,1885,True,1
2025-04-08 09:06:29.184657,10.0.0.23,192.168.1.5,SMTP,Session Hijack,1332,True,1
2025-04-08 09:47:29.195481,10.0.0.10,192.168.1.3,HTTP,Session Hijack,4003,False,1
2025-04-08 09:26:29.184657,10.0.0.21,192.168.1.38,HTTPS,Packet Capture,774,False,1
2025-04-08 09:09:29.192586,10.0.0.4,192.168.1.33,FTP,SSL Stripping,3444,True,1
2025-04-08 09:25:29.197770,10.0.0.2,192.168.1.29,HTTPS,SSL Stripping,1145,False,1
2025-04-08 09:16:29.193735,10.0.0.24,192.168.1.44,HTTPS,Packet Capture,1470,False,1
2025-04-08 08:54:29.200921,10.0.0.5,192.168.1.35,FTP,Session Hijack,222,False,1
2025-04-08 09:27:29.208059,10.0.0.24,192.168.1.6,HTTPS,SSL Stripping,3388,True,1
2025-04-08 08:49:29.187380,10.0.0.23,192.168.1.30,HTTPS,Session Hijack,4503,True,1
2025-04-08 09:20:29.194910,10.0.0.22,192.168.1.39,FTP,Session Hijack,4029,True,1
2025-04-08 09:32:29.188842,10.0.0.6,192.168.1.14,HTTP,SSL Stripping,3475,True,1
2025-04-08 09:13:29.187380,10.0.0.16,192.168.1.22,HTTPS,Session Hijack,3406,False,1
2025-04-08 08:53:29.206190,10.0.0.30,192.168.1.50,FTP,Session Hijack,3780,False,1
2025-04-08 09:26:29.188114,10.0.0.6,192.168.1.14,HTTPS,Session Hijack,3499,False,1
2025-04-08 09:30:29.194307,10.0.0.23,192.168.1.10,HTTPS,Packet Capture,1962,True,1
2025-04-08 09:40:29.198347,10.0.0.39,192.168.1.36,SMTP,Session Hijack,2165,True,1
2025-04-08 09:36:29.193735,10.0.0.31,192.168.1.14,SMTP,SSL Stripping,3353,False,1
2025-04-08 09:10:29.183911,10.0.0.17,192.168.1.29,SMTP,Session Hijack,3842,True,1
2025-04-08 09:19:29.186697,10.0.0.25,192.168.1.33,SMTP,Session Hijack,3446,True,1
2025-04-08 09:29:29.189555,10.0.0.8,192.168.1.19,HTTP,Session Hijack,2931,True,1
2025-04-08 09:37:29.188842,10.0.0.7,192.168.1.34,SMTP,Packet Capture,709,True,1
2025-04-08 09:33:29.195481,10.0.0.15,192.168.1.12,SMTP,Packet Capture,1197,False,1
2025-04-08 09:30:29.190806,10.0.0.14,192.168.1.16,SMTP,SSL Stripping,377,True,1
2025-04-08 09:15:29.188114,10.0.0.39,192.168.1.32,FTP,Session Hijack,3644,True,1
2025-04-08 08:56:29.193154,10.0.0.41,192.168.1.14,HTTP,SSL Stripping,2184,True,1
2025-04-08 09:20:29.198347,10.0.0.24,192.168.1.41,HTTP,SSL Stripping,2833,False,1
2025-04-08 09:33:29.200093,10.0.0.8,192.168.1.33,SMTP,Session Hijack,682,True,1
2025-04-08 08:51:29.190806,10.0.0.46,192.168.1.18,FTP,SSL Stripping,445,True,1
2025-04-08 09:30:29.197196,10.0.0.37,192.168.1.26,HTTPS,Session Hijack,3332,True,1
2025-04-08 09:22:29.185411,10.0.0.23,192.168.1.6,HTTPS,SSL Stripping,4001,True,1
2025-04-08 09:28:29.208734,10.0.0.16,10.0.0.68,HTTPS,Normal,767,True,0
2025-04-08 09:09:29.206190,10.0.0.37,192.168.1.24,SMTP,Session Hijack,3845,True,1
2025-04-08 09:05:29.194307,10.0.0.9,192.168.1.4,HTTP,Session Hijack,1762,True,1
2025-04-08 09:19:29.198912,10.0.0.41,192.168.1.25,HTTPS,Packet Capture,2610,False,1
2025-04-08 09:10:29.208734,10.0.0.18,192.168.1.46,HTTP,Session Hijack,652,True,1
2025-04-08 08:59:29.207542,10.0.0.16,192.168.1.49,HTTP,Packet Capture,2262,False,1
2025-04-08 09:10:29.186697,10.0.0.39,192.168.1.27,HTTP,Packet Capture,2997,True,1
2025-04-08 09:14:29.205641,10.0.0.5,192.168.1.50,SMTP,Packet Capture,1277,True,1
2025-04-08 08:52:29.209830,10.0.0.12,10.0.0.81,HTTPS,Normal,773,True,0
2025-04-08 09:13:29.186697,10.0.0.33,192.168.1.17,FTP,Session Hijack,3470,True,1
2025-04-08 09:04:29.212707,10.0.0.22,10.0.0.80,HTTP,Normal,1895,True,0
2025-04-08 08:57:29.207542,10.0.0.23,192.168.1.48,HTTP,Packet Capture,2320,True,1
2025-04-08 09:31:29.212151,10.0.0.48,10.0.0.66,HTTPS,Normal,1664,True,0
2025-04-08 09:15:29.193154,10.0.0.15,192.168.1.7,HTTP,Packet Capture,4226,True,1
2025-04-08 08:58:29.205641,10.0.0.18,192.168.1.28,FTP,Session Hijack,1752,True,1
2025-04-08 09:38:29.200921,10.0.0.34,192.168.1.48,HTTP,Session Hijack,3073,False,1
2025-04-08 09:24:29.200921,10.0.0.22,192.168.1.44,HTTPS,Session Hijack,1483,False,1
2025-04-08 09:26:29.209830,10.0.0.49,10.0.0.78,HTTP,Normal,1872,True,0
2025-04-08 09:32:29.188114,10.0.0.31,192.168.1.33,FTP,Session Hijack,969,True,1
2025-04-08 09:31:29.195481,10.0.0.39,192.168.1.24,FTP,SSL Stripping,3580,True,1
2025-04-08 09:07:29.192586,10.0.0.36,192.168.1.11,SMTP,Packet Capture,4173,False,1
2025-04-08 09:09:29.199481,10.0.0.21,192.168.1.22,SMTP,SSL Stripping,2407,True,1
2025-04-08 09:03:29.213254,10.0.0.31,10.0.0.53,HTTP,Normal,764,True,0
2025-04-08 09:19:29.188114,10.0.0.43,192.168.1.32,SMTP,Session Hijack,2031,True,1
2025-04-08 08:59:29.198347,10.0.0.1,192.168.1.3,FTP,SSL Stripping,2528,True,1
2025-04-08 09:16:29.196038,10.0.0.25,192.168.1.42,FTP,Session Hijack,3059,False,1
2025-04-08 09:12:29.196619,10.0.0.31,192.168.1.39,HTTP,SSL Stripping,1249,False,1
2025-04-08 09:42:29.202855,10.0.0.22,192.168.1.40,SMTP,SSL Stripping,714,False,1
2025-04-08 08:53:29.194910,10.0.0.13,192.168.1.20,FTP,Session Hijack,347,False,1
2025-04-08 09:32:29.196038,10.0.0.40,192.168.1.42,HTTPS,Packet Capture,2108,True,1
2025-04-08 09:20:29.184657,10.0.0.46,192.168.1.43,SMTP,Session Hijack,2996,False,1
2025-04-08 09:26:29.195481,10.0.0.38,192.168.1.43,HTTPS,Packet Capture,3171,True,1
2025-04-08 09:34:29.183911,10.0.0.8,192.168.1.33,HTTPS,Session Hijack,4954,True,1
2025-04-08 09:26:29.196038,10.0.0.19,192.168.1.1,HTTP,Packet Capture,2799,False,1
2025-04-08 09:05:29.211593,10.0.0.13,10.0.0.66,HTTP,Normal,1660,True,0
2025-04-08 09:00:29.210430,10.0.0.15,10.0.0.70,HTTPS,Normal,1440,True,0
2025-04-08 09:25:29.196619,10.0.0.34,192.168.1.11,HTTP,Packet Capture,1841,True,1
2025-04-08 09:33:29.196619,10.0.0.35,192.168.1.49,HTTP,Packet Capture,3277,False,1
2025-04-08 08:54:29.196038,10.0.0.5,192.168.1.47,HTTP,Session Hijack,2479,True,1
2025-04-08 08:50:29.212151,10.0.0.25,10.0.0.77,HTTPS,Normal,1122,True,0
2025-04-08 08:51:29.201563,10.0.0.5,192.168.1.36,SMTP,Session Hijack,4918,False,1
2025-04-08 09:19:29.191996,10.0.0.40,192.168.1.12,HTTP,Session Hijack,3622,True,1
2025-04-08 09:03:29.194307,10.0.0.3,192.168.1.36,SMTP,Session Hijack,4851,False,1
2025-04-08 09:43:29.197196,10.0.0.18,192.168.1.18,HTTPS,SSL Stripping,1133,True,1
2025-04-08 09:28:29.212707,10.0.0.10,10.0.0.93,HTTPS,Normal,1462,True,0
2025-04-08 09:38:29.213254,10.0.0.5,10.0.0.87,HTTPS,Normal,1953,True,0
2025-04-08 09:32:29.211593,10.0.0.21,10.0.0.66,HTTP,Normal,1997,True,0
2025-04-08 09:23:29.195481,10.0.0.28,192.168.1.41,SMTP,Packet Capture,4148,True,1
2025-04-08 09:21:29.200921,10.0.0.22,192.168.1.30,HTTPS,Session Hijack,2247,False,1
2025-04-08 09:42:29.213254,10.0.0.21,10.0.0.99,HTTPS,Normal,969,True,0
2025-04-08 09:00:29.195481,10.0.0.50,192.168.1.42,HTTP,Session Hijack,169,True,1
2025-04-08 09:26:29.212707,10.0.0.39,10.0.0.77,HTTP,Normal,1681,True,0
2025-04-08 09:26:29.191996,10.0.0.41,192.168.1.14,HTTP,Session Hijack,1015,True,1
2025-04-08 09:07:29.208734,10.0.0.11,192.168.1.14,HTTPS,Session Hijack,2993,True,1
2025-04-08 09:40:29.196038,10.0.0.33,192.168.1.7,SMTP,Packet Capture,1503,False,1
2025-04-08 09:29:29.200093,10.0.0.45,192.168.1.34,SMTP,Packet Capture,4721,True,1
2025-04-08 09:09:29.193154,10.0.0.17,192.168.1.5,SMTP,SSL Stripping,1208,True,1
2025-04-08 09:26:29.208734,10.0.0.6,192.168.1.42,HTTPS,Session Hijack,4602,False,1
2025-04-08 08:52:29.212151,10.0.0.11,10.0.0.80,HTTP,Normal,1318,True,0
2025-04-08 09:15:29.194307,10.0.0.17,192.168.1.46,FTP,SSL Stripping,2674,True,1
2025-04-08 09:28:29.212707,10.0.0.25,10.0.0.52,HTTPS,Normal,1632,True,0
2025-04-08 09:02:29.195481,10.0.0.9,192.168.1.6,FTP,SSL Stripping,886,True,1
2025-04-08 09:34:29.196619,10.0.0.21,192.168.1.2,HTTP,Packet Capture,4646,True,1
2025-04-08 09:13:29.188114,10.0.0.31,192.168.1.13,HTTPS,SSL Stripping,1048,False,1
2025-04-08 09:13:29.196619,10.0.0.2,192.168.1.1,SMTP,Packet Capture,3024,True,1
2025-04-08 09:16:29.208734,10.0.0.17,192.168.1.25,HTTPS,Session Hijack,696,True,1
2025-04-08 09:08:29.188842,10.0.0.20,192.168.1.3,HTTP,Packet Capture,3320,False,1
2025-04-08 09:32:29.208059,10.0.0.25,192.168.1.49,FTP,Packet Capture,957,False,1
2025-04-08 09:05:29.203988,10.0.0.14,192.168.1.50,FTP,SSL Stripping,947,True,1
2025-04-08 09:03:29.205641,10.0.0.24,192.168.1.26,SMTP,SSL Stripping,4038,False,1
2025-04-08 09:21:29.193154,10.0.0.21,192.168.1.6,HTTP,Session Hijack,1641,False,1
2025-04-08 09:15:29.196619,10.0.0.16,192.168.1.33,FTP,Session Hijack,3050,True,1
2025-04-08 09:35:29.196038,10.0.0.31,192.168.1.43,HTTPS,Packet Capture,4624,False,1
2025-04-08 09:22:29.208734,10.0.0.45,10.0.0.71,HTTP,Normal,703,True,0
2025-04-08 09:02:29.208059,10.0.0.38,192.168.1.16,HTTPS,Packet Capture,2200,False,1
2025-04-08 09:31:29.193154,10.0.0.46,192.168.1.13,HTTPS,Packet Capture,2236,True,1
2025-04-08 08:54:29.208059,10.0.0.17,192.168.1.46,FTP,Packet Capture,2835,True,1
2025-04-08 09:17:29.197196,10.0.0.32,192.168.1.19,HTTPS,SSL Stripping,2592,False,1
2025-04-08 09:48:29.197770,10.0.0.19,192.168.1.42,HTTP,Packet Capture,1113,False,1
2025-04-08 08:52:29.212707,10.0.0.29,10.0.0.74,HTTPS,Normal,970,True,0
2025-04-08 09:17:29.191405,10.0.0.37,192.168.1.5,HTTPS,Session Hijack,3460,True,1
2025-04-08 08:56:29.213254,10.0.0.45,10.0.0.98,HTTPS,Normal,567,True,0
2025-04-08 09:02:29.198347,10.0.0.8,192.168.1.15,HTTP,Session Hijack,1421,False,1
2025-04-08 08:59:29.193735,10.0.0.2,192.168.1.9,FTP,Session Hijack,461,False,1
2025-04-08 09:11:29.203988,10.0.0.13,192.168.1.45,FTP,SSL Stripping,1616,True,1
2025-04-08 09:08:29.193154,10.0.0.42,192.168.1.15,HTTPS,SSL Stripping,3070,True,1
2025-04-08 09:46:29.201563,10.0.0.20,192.168.1.35,FTP,Packet Capture,2467,False,1
2025-04-08 09:38:29.195481,10.0.0.27,192.168.1.27,HTTPS,Session Hijack,3960,False,1
2025-04-08 09:32:29.197770,10.0.0.12,192.168.1.32,FTP,Packet Capture,1228,True,1
2025-04-08 09:36:29.195481,10.0.0.31,192.168.1.39,HTTP,Session Hijack,4541,True,1
2025-04-08 09:20:29.193154,10.0.0.42,192.168.1.47,HTTP,Session Hijack,3244,False,1
2025-04-08 09:13:29.184657,10.0.0.13,192.168.1.50,HTTP,Packet Capture,4582,True,1
2025-04-08 08:52:29.205641,10.0.0.31,192.168.1.11,HTTP,Packet Capture,2650,False,1
2025-04-08 09:21:29.213801,10.0.0.49,10.0.0.51,HTTPS,Normal,1578,True,0
2025-04-08 09:22:29.200921,10.0.0.16,192.168.1.31,HTTP,Packet Capture,3028,True,1
2025-04-08 09:04:29.208734,10.0.0.18,10.0.0.55,HTTPS,Normal,1111,True,0
2025-04-08 09:05:29.188114,10.0.0.28,192.168.1.19,HTTPS,SSL Stripping,3158,True,1
2025-04-08 09:37:29.194307,10.0.0.22,192.168.1.30,SMTP,SSL Stripping,2572,False,1
2025-04-08 09:10:29.211593,10.0.0.33,10.0.0.62,HTTP,Normal,1432,True,0
2025-04-08 09:26:29.212707,10.0.0.45,10.0.0.67,HTTP,Normal,1421,True,0
2025-04-08 09:36:29.188114,10.0.0.37,192.168.1.20,HTTP,Session Hijack,1309,False,1
2025-04-08 09:27:29.203988,10.0.0.42,192.168.1.22,SMTP,Packet Capture,1886,False,1
2025-04-08 09:45:29.196038,10.0.0.12,192.168.1.24,HTTPS,Packet Capture,2831,False,1
2025-04-08 09:25:29.202855,10.0.0.45,192.168.1.1,HTTPS,Packet Capture,1834,False,1
2025-04-08 09:26:29.189555,10.0.0.27,192.168.1.3,HTTP,Packet Capture,482,True,1
2025-04-08 09:06:29.197196,10.0.0.42,192.168.1.46,SMTP,Session Hijack,1854,False,1
2025-04-08 09:47:29.191405,10.0.0.35,192.168.1.33,HTTP,Packet Capture,4980,True,1
2025-04-08 09:11:29.198347,10.0.0.35,192.168.1.14,SMTP,SSL Stripping,3189,False,1
2025-04-08 09:10:29.213801,10.0.0.14,10.0.0.83,HTTP,Normal,930,True,0
2025-04-08 09:37:29.196038,10.0.0.28,192.168.1.17,FTP,Packet Capture,1319,False,1
2025-04-08 09:43:29.213801,10.0.0.50,10.0.0.79,HTTP,Normal,714,True,0
2025-04-08 09:48:29.196619,10.0.0.6,192.168.1.5,SMTP,Session Hijack,4744,True,1
2025-04-08 08:52:29.211028,10.0.0.15,10.0.0.95,HTTPS,Normal,1356,True,0
2025-04-08 09:19:29.196619,10.0.0.49,192.168.1.41,SMTP,Packet Capture,2243,False,1
2025-04-08 09:03:29.188114,10.0.0.5,192.168.1.9,HTTP,Packet Capture,1582,True,1
2025-04-08 09:05:29.193735,10.0.0.9,192.168.1.12,FTP,SSL Stripping,4369,False,1
2025-04-08 09:04:29.186104,10.0.0.16,192.168.1.45,SMTP,Session Hijack,203,True,1
2025-04-08 09:19:29.207542,10.0.0.36,192.168.1.31,HTTPS,SSL Stripping,604,True,1
