timestamp,source_ip,destination_ip,method,data_type,data_size,is_encrypted,attack_label
2025-04-07 17:49:29.253398,10.0.0.75,10.0.1.3,HTTP,Normal,1095,True,0
2025-04-07 23:49:29.248425,10.0.0.57,10.0.1.24,HTTP,Normal,1199,True,0
2025-04-07 13:49:29.253944,10.0.0.71,10.0.1.29,HTTP,Normal,1070,True,0
2025-04-08 03:49:29.250107,10.0.0.67,10.0.1.45,HTTP,Normal,1785,True,0
2025-04-07 18:49:29.249557,10.0.0.52,10.0.1.42,HTTP,Normal,580,True,0
2025-04-07 15:49:29.251205,10.0.0.58,10.0.1.45,HTTP,Normal,862,True,0
2025-04-07 19:49:29.251205,10.0.0.79,10.0.1.27,HTTP,Normal,1440,True,0
2025-04-08 02:49:29.256728,10.0.0.46,61.141.175.180,HTTP,Credentials,27664,True,1
2025-04-08 00:49:29.250658,10.0.0.77,10.0.1.32,HTTP,Normal,1566,True,0
2025-04-07 16:49:29.258439,10.0.0.95,10.0.1.21,HTTP,Normal,1420,True,0
2025-04-07 11:49:29.258439,10.0.0.15,253.77.145.124,HTTP,Credit Card,17105,True,1
2025-04-07 17:49:29.253944,10.0.0.59,10.0.1.1,HTTP,Normal,1886,True,0
2025-04-07 11:49:29.254500,10.0.0.79,10.0.1.40,HTTP,Normal,788,True,0
2025-04-08 01:49:29.248989,10.0.0.8,17.224.15.169,DNS,Credit Card,17158,True,1
2025-04-07 17:49:29.258439,10.0.0.62,10.0.1.10,HTTP,Normal,1135,True,0
2025-04-08 00:49:29.253944,10.0.0.21,66.123.188.188,HTTP,Credentials,27390,True,1
2025-04-07 18:49:29.250107,10.0.0.20,128.222.217.173,HTTP,Credit Card,15679,True,1
2025-04-07 23:49:29.251752,10.0.0.100,10.0.1.44,HTTP,Normal,745,True,0
2025-04-08 08:49:29.257867,10.0.0.29,219.42.234.88,HTTP,Credit Card,45063,False,1
2025-04-07 20:49:29.252851,10.0.0.70,10.0.1.6,HTTP,Normal,766,True,0
2025-04-07 15:49:29.256728,10.0.0.42,143.224.13.147,ICMP,Credit Card,6988,False,1
2025-04-07 09:49:29.248989,10.0.0.28,156.134.171.218,ICMP,Credit Card,35860,False,1
2025-04-07 18:49:29.252298,10.0.0.51,10.0.1.4,HTTP,Normal,958,True,0
2025-04-07 18:49:29.252851,10.0.0.91,10.0.1.14,HTTP,Normal,613,True,0
2025-04-08 08:49:29.255614,10.0.0.55,10.0.1.17,HTTP,Normal,1678,True,0
2025-04-08 07:49:29.251752,10.0.0.54,10.0.1.5,HTTP,Normal,803,True,0
2025-04-07 23:49:29.256728,10.0.0.67,10.0.1.31,HTTP,Normal,1806,True,0
2025-04-08 09:49:29.257867,10.0.0.65,10.0.1.24,HTTP,Normal,1787,True,0
2025-04-08 01:49:29.257867,10.0.0.88,10.0.1.33,HTTP,Normal,790,True,0
2025-04-07 13:49:29.253944,10.0.0.85,10.0.1.11,HTTP,Normal,1505,True,0
2025-04-07 19:49:29.257867,10.0.0.59,10.0.1.45,HTTP,Normal,1930,True,0
2025-04-07 19:49:29.248989,10.0.0.55,10.0.1.14,HTTP,Normal,1263,True,0
2025-04-07 17:49:29.255064,10.0.0.42,195.248.40.225,ICMP,Credentials,12561,False,1
2025-04-07 20:49:29.256728,10.0.0.30,111.76.58.178,HTTP,API Keys,28085,True,1
2025-04-07 17:49:29.257292,10.0.0.55,10.0.1.23,HTTP,Normal,1376,True,0
2025-04-07 20:49:29.252851,10.0.0.65,10.0.1.14,HTTP,Normal,1066,True,0
2025-04-07 22:49:29.250658,10.0.0.80,10.0.1.3,HTTP,Normal,1298,True,0
2025-04-07 23:49:29.248989,10.0.0.75,10.0.1.39,HTTP,Normal,610,True,0
2025-04-07 11:49:29.251752,10.0.0.43,26.158.130.73,FTP,Credit Card,2561,True,1
2025-04-08 08:49:29.252298,10.0.0.80,10.0.1.37,HTTP,Normal,1499,True,0
2025-04-07 20:49:29.256161,10.0.0.57,10.0.1.5,HTTP,Normal,924,True,0
2025-04-08 04:49:29.250107,10.0.0.25,60.200.152.164,HTTP,Credit Card,42652,False,1
2025-04-07 22:49:29.250658,10.0.0.60,10.0.1.49,HTTP,Normal,728,True,0
2025-04-07 21:49:29.251205,10.0.0.71,10.0.1.47,HTTP,Normal,659,True,0
2025-04-07 14:49:29.253398,10.0.0.71,10.0.1.46,HTTP,Normal,864,True,0
2025-04-07 13:49:29.250107,10.0.0.74,10.0.1.39,HTTP,Normal,615,True,0
2025-04-07 23:49:29.251205,10.0.0.75,10.0.1.45,HTTP,Normal,1325,True,0
2025-04-08 09:49:29.253944,10.0.0.100,10.0.1.9,HTTP,Normal,1037,True,0
2025-04-07 14:49:29.249557,10.0.0.91,10.0.1.19,HTTP,Normal,670,True,0
2025-04-07 10:49:29.255064,10.0.0.89,10.0.1.16,HTTP,Normal,1297,True,0
2025-04-08 06:49:29.252298,10.0.0.72,10.0.1.14,HTTP,Normal,1860,True,0
2025-04-07 20:49:29.257292,10.0.0.92,10.0.1.20,HTTP,Normal,1820,True,0
2025-04-08 03:49:29.251205,10.0.0.97,10.0.1.33,HTTP,Normal,1606,True,0
2025-04-07 13:49:29.252298,10.0.0.76,10.0.1.11,HTTP,Normal,1851,True,0
2025-04-07 20:49:29.254500,10.0.0.61,10.0.1.5,HTTP,Normal,619,True,0
2025-04-07 23:49:29.248425,10.0.0.75,10.0.1.27,HTTP,Normal,794,True,0
2025-04-08 04:49:29.255064,10.0.0.61,10.0.1.43,HTTP,Normal,771,True,0
2025-04-08 06:49:29.249557,10.0.0.80,10.0.1.40,HTTP,Normal,1327,True,0
2025-04-07 15:49:29.255064,10.0.0.100,10.0.1.35,HTTP,Normal,643,True,0
2025-04-07 10:49:29.255064,10.0.0.74,10.0.1.41,HTTP,Normal,1544,True,0
2025-04-08 06:49:29.251752,10.0.0.56,10.0.1.45,HTTP,Normal,1210,True,0
2025-04-07 20:49:29.254500,10.0.0.35,110.189.174.84,HTTP,Credit Card,38992,True,1
2025-04-08 08:49:29.248989,10.0.0.37,31.227.239.38,FTP,Credit Card,29426,True,1
2025-04-08 05:49:29.251205,10.0.0.93,10.0.1.13,HTTP,Normal,877,True,0
2025-04-08 02:49:29.258439,10.0.0.86,10.0.1.15,HTTP,Normal,971,True,0
2025-04-07 16:49:29.248989,10.0.0.90,10.0.1.11,HTTP,Normal,539,True,0
2025-04-07 13:49:29.251752,10.0.0.48,236.121.94.25,ICMP,API Keys,4023,False,1
2025-04-08 09:49:29.250107,10.0.0.22,159.101.77.19,ICMP,Credentials,44256,False,1
2025-04-08 01:49:29.253944,10.0.0.67,10.0.1.10,HTTP,Normal,561,True,0
2025-04-07 22:49:29.249557,10.0.0.60,10.0.1.7,HTTP,Normal,1885,True,0
2025-04-07 15:49:29.258439,10.0.0.51,10.0.1.9,HTTP,Normal,1224,True,0
2025-04-08 05:49:29.250107,10.0.0.52,10.0.1.7,HTTP,Normal,1131,True,0
2025-04-08 02:49:29.252851,10.0.0.65,10.0.1.35,HTTP,Normal,1475,True,0
2025-04-07 20:49:29.257867,10.0.0.86,10.0.1.15,HTTP,Normal,1437,True,0
2025-04-07 19:49:29.255064,10.0.0.81,10.0.1.30,HTTP,Normal,605,True,0
2025-04-07 19:49:29.251205,10.0.0.16,65.146.93.217,DNS,API Keys,49663,False,1
2025-04-08 01:49:29.257292,10.0.0.92,10.0.1.13,HTTP,Normal,562,True,0
2025-04-07 23:49:29.248989,10.0.0.43,219.204.11.129,ICMP,API Keys,44560,True,1
2025-04-07 13:49:29.249557,10.0.0.97,10.0.1.5,HTTP,Normal,1318,True,0
2025-04-08 00:49:29.253944,10.0.0.74,10.0.1.17,HTTP,Normal,835,True,0
2025-04-07 10:49:29.255614,10.0.0.27,250.96.140.85,ICMP,Credentials,15962,True,1
2025-04-07 11:49:29.253944,10.0.0.88,10.0.1.3,HTTP,Normal,1410,True,0
2025-04-08 00:49:29.249557,10.0.0.22,167.234.252.115,DNS,Credentials,32260,False,1
2025-04-08 02:49:29.253398,10.0.0.60,10.0.1.21,HTTP,Normal,916,True,0
2025-04-08 00:49:29.252298,10.0.0.74,10.0.1.43,HTTP,Normal,1253,True,0
2025-04-08 00:49:29.255614,10.0.0.70,10.0.1.41,HTTP,Normal,849,True,0
2025-04-08 03:49:29.249557,10.0.0.68,10.0.1.7,HTTP,Normal,1856,True,0
2025-04-07 14:49:29.256161,10.0.0.82,10.0.1.3,HTTP,Normal,1817,True,0
2025-04-07 22:49:29.255064,10.0.0.52,10.0.1.3,HTTP,Normal,555,True,0
2025-04-07 22:49:29.253944,10.0.0.90,10.0.1.10,HTTP,Normal,863,True,0
2025-04-07 21:49:29.251205,10.0.0.46,239.227.97.152,HTTP,Credit Card,25126,True,1
2025-04-07 23:49:29.253398,10.0.0.32,10.21.56.116,FTP,API Keys,33582,True,1
2025-04-08 08:49:29.252851,10.0.0.75,10.0.1.36,HTTP,Normal,1852,True,0
2025-04-07 23:49:29.257867,10.0.0.51,10.0.1.25,HTTP,Normal,1990,True,0
2025-04-07 19:49:29.253398,10.0.0.66,10.0.1.12,HTTP,Normal,916,True,0
2025-04-07 23:49:29.250658,10.0.0.89,10.0.1.39,HTTP,Normal,1275,True,0
2025-04-07 17:49:29.255064,10.0.0.20,15.163.47.72,HTTP,API Keys,15522,False,1
2025-04-07 21:49:29.251752,10.0.0.74,10.0.1.29,HTTP,Normal,1220,True,0
2025-04-07 20:49:29.257867,10.0.0.83,10.0.1.10,HTTP,Normal,1903,True,0
2025-04-07 15:49:29.250107,10.0.0.52,10.0.1.43,HTTP,Normal,1582,True,0
2025-04-07 20:49:29.255614,10.0.0.88,10.0.1.16,HTTP,Normal,1601,True,0
2025-04-07 23:49:29.249557,10.0.0.76,10.0.1.7,HTTP,Normal,1939,True,0
2025-04-07 22:49:29.252851,10.0.0.24,98.97.106.200,FTP,Credit Card,49621,False,1
2025-04-07 10:49:29.252851,10.0.0.55,10.0.1.19,HTTP,Normal,598,True,0
2025-04-07 14:49:29.251205,10.0.0.53,10.0.1.4,HTTP,Normal,680,True,0
2025-04-08 04:49:29.250658,10.0.0.95,10.0.1.24,HTTP,Normal,1171,True,0
2025-04-08 09:49:29.249557,10.0.0.78,10.0.1.9,HTTP,Normal,955,True,0
2025-04-07 09:49:29.248989,10.0.0.93,10.0.1.35,HTTP,Normal,523,True,0
2025-04-07 15:49:29.250658,10.0.0.15,168.255.254.232,ICMP,Credit Card,21475,True,1
2025-04-08 04:49:29.256728,10.0.0.53,10.0.1.8,HTTP,Normal,1425,True,0
2025-04-07 22:49:29.255064,10.0.0.94,10.0.1.49,HTTP,Normal,1129,True,0
2025-04-07 17:49:29.253398,10.0.0.66,10.0.1.26,HTTP,Normal,1432,True,0
2025-04-08 09:49:29.256728,10.0.0.83,10.0.1.5,HTTP,Normal,790,True,0
2025-04-07 09:49:29.248989,10.0.0.69,10.0.1.12,HTTP,Normal,664,True,0
2025-04-08 09:49:29.258439,10.0.0.92,10.0.1.33,HTTP,Normal,988,True,0
2025-04-08 01:49:29.252851,10.0.0.37,87.169.77.254,DNS,API Keys,38611,True,1
2025-04-08 04:49:29.250658,10.0.0.68,10.0.1.15,HTTP,Normal,1780,True,0
2025-04-07 17:49:29.252298,10.0.0.60,10.0.1.47,HTTP,Normal,603,True,0
2025-04-07 17:49:29.253398,10.0.0.64,10.0.1.6,HTTP,Normal,819,True,0
2025-04-07 11:49:29.253398,10.0.0.68,10.0.1.11,HTTP,Normal,1527,True,0
2025-04-08 09:49:29.257292,10.0.0.67,10.0.1.31,HTTP,Normal,796,True,0
2025-04-07 13:49:29.250107,10.0.0.73,10.0.1.21,HTTP,Normal,646,True,0
2025-04-08 01:49:29.253944,10.0.0.58,10.0.1.24,HTTP,Normal,894,True,0
2025-04-07 15:49:29.254500,10.0.0.78,10.0.1.11,HTTP,Normal,804,True,0
2025-04-08 03:49:29.253944,10.0.0.93,10.0.1.44,HTTP,Normal,1554,True,0
2025-04-07 23:49:29.250107,10.0.0.87,10.0.1.31,HTTP,Normal,1107,True,0
2025-04-08 02:49:29.250658,10.0.0.70,10.0.1.40,HTTP,Normal,1885,True,0
2025-04-08 08:49:29.252851,10.0.0.77,10.0.1.43,HTTP,Normal,1587,True,0
2025-04-08 06:49:29.257292,10.0.0.61,10.0.1.50,HTTP,Normal,793,True,0
2025-04-07 11:49:29.251752,10.0.0.70,10.0.1.47,HTTP,Normal,1046,True,0
2025-04-07 18:49:29.253398,10.0.0.96,10.0.1.8,HTTP,Normal,901,True,0
2025-04-07 20:49:29.254500,10.0.0.95,10.0.1.23,HTTP,Normal,1839,True,0
2025-04-07 18:49:29.252298,10.0.0.63,10.0.1.12,HTTP,Normal,1472,True,0
2025-04-08 08:49:29.253398,10.0.0.54,10.0.1.31,HTTP,Normal,1884,True,0
2025-04-08 04:49:29.251752,10.0.0.74,10.0.1.11,HTTP,Normal,1726,True,0
2025-04-07 12:49:29.248989,10.0.0.77,10.0.1.41,HTTP,Normal,804,True,0
2025-04-08 06:49:29.254500,10.0.0.60,10.0.1.13,HTTP,Normal,626,True,0
2025-04-08 00:49:29.250658,10.0.0.78,10.0.1.5,HTTP,Normal,1919,True,0
2025-04-07 11:49:29.253398,10.0.0.94,10.0.1.19,HTTP,Normal,1193,True,0
2025-04-08 02:49:29.251205,10.0.0.86,10.0.1.8,HTTP,Normal,1766,True,0
2025-04-07 16:49:29.253944,10.0.0.66,10.0.1.10,HTTP,Normal,1800,True,0
2025-04-08 06:49:29.250107,10.0.0.24,71.147.245.94,ICMP,API Keys,35107,False,1
2025-04-07 16:49:29.257867,10.0.0.77,10.0.1.24,HTTP,Normal,1816,True,0
2025-04-07 22:49:29.257867,10.0.0.52,10.0.1.3,HTTP,Normal,1321,True,0
2025-04-07 11:49:29.252851,10.0.0.74,10.0.1.34,HTTP,Normal,886,True,0
2025-04-08 04:49:29.253398,10.0.0.68,10.0.1.24,HTTP,Normal,1804,True,0
2025-04-07 10:49:29.253398,10.0.0.70,10.0.1.18,HTTP,Normal,682,True,0
2025-04-08 09:49:29.252298,10.0.0.3,236.252.217.6,DNS,Credentials,8898,False,1
2025-04-08 03:49:29.253944,10.0.0.59,10.0.1.1,HTTP,Normal,1422,True,0
2025-04-08 07:49:29.256728,10.0.0.51,10.0.1.25,HTTP,Normal,1952,True,0
2025-04-07 20:49:29.250658,10.0.0.59,10.0.1.46,HTTP,Normal,1077,True,0
2025-04-08 06:49:29.251752,10.0.0.64,10.0.1.49,HTTP,Normal,1966,True,0
2025-04-07 20:49:29.252851,10.0.0.85,10.0.1.17,HTTP,Normal,949,True,0
2025-04-07 22:49:29.252851,10.0.0.89,10.0.1.19,HTTP,Normal,1100,True,0
2025-04-07 12:49:29.258439,10.0.0.57,10.0.1.31,HTTP,Normal,1482,True,0
2025-04-07 20:49:29.253944,10.0.0.17,235.20.19.161,HTTP,Credit Card,44803,False,1
2025-04-08 04:49:29.251205,10.0.0.24,167.124.162.243,DNS,API Keys,15097,False,1
2025-04-07 23:49:29.248989,10.0.0.67,10.0.1.45,HTTP,Normal,1111,True,0
2025-04-07 21:49:29.248989,10.0.0.74,10.0.1.41,HTTP,Normal,1495,True,0
2025-04-07 15:49:29.253398,10.0.0.90,10.0.1.28,HTTP,Normal,788,True,0
