timestamp,client_ip,query,response,response_type,ttl,is_spoofed,attack_label
2025-04-08 09:13:29.222459,192.168.1.74,www.test.com,196.108.87.107,A,588,False,0
2025-04-08 08:14:29.222459,192.168.1.90,www.example.org,226.140.184.225,AAAA,2922,False,0
2025-04-08 08:43:29.222459,192.168.1.83,www.test.com,118.233.218.45,A,1373,False,0
2025-04-08 09:19:29.222459,192.168.1.3,bank.com,192.168.1.100,A,178,True,1
2025-04-08 09:16:29.222459,192.168.1.54,www.test.com,110.236.172.229,A,1008,False,0
2025-04-08 08:13:29.222459,192.168.1.76,www.example.org,10.16.119.45,A,1960,False,0
2025-04-08 09:03:29.222459,192.168.1.91,www.example.org,7.10.222.123,AAAA,1929,False,0
2025-04-08 09:25:29.222459,192.168.1.36,payments.service.com,10.0.0.15,A,78,True,1
2025-04-08 08:09:29.222459,192.168.1.1,payments.service.com,192.168.1.100,A,117,True,1
2025-04-08 09:37:29.222459,192.168.1.6,login.example.com,10.0.0.15,A,118,True,1
2025-04-08 09:07:29.222459,192.168.1.99,www.test.com,54.97.121.58,AAAA,3508,False,0
2025-04-08 08:29:29.222459,192.168.1.27,payments.service.com,192.168.1.100,A,225,True,1
2025-04-08 09:40:29.222459,192.168.1.64,www.test.com,131.235.239.147,A,307,False,0
2025-04-08 07:59:29.222459,192.168.1.45,login.example.com,10.0.0.15,A,299,True,1
2025-04-08 08:07:29.222459,192.168.1.89,www.test.com,165.189.229.19,AAAA,2362,False,0
2025-04-08 07:49:29.223079,192.168.1.97,www.test.com,31.60.87.131,A,2181,False,0
2025-04-08 09:32:29.223079,192.168.1.100,www.example.org,195.51.188.196,AAAA,1706,False,0
2025-04-08 07:51:29.223079,192.168.1.86,www.test.com,42.248.157.233,AAAA,2730,False,0
2025-04-08 09:37:29.223079,192.168.1.75,www.test.com,189.193.66.245,A,1739,False,0
2025-04-08 09:34:29.223079,192.168.1.81,www.example.org,79.41.125.183,A,2694,False,0
2025-04-08 08:35:29.223079,192.168.1.22,login.example.com,10.0.0.15,A,275,True,1
2025-04-08 09:21:29.223079,192.168.1.13,payments.service.com,192.168.1.100,A,192,True,1
2025-04-08 09:46:29.223079,192.168.1.12,bank.com,192.168.1.100,A,223,True,1
2025-04-08 09:41:29.223079,192.168.1.80,www.example.org,242.48.111.244,AAAA,2466,False,0
2025-04-08 09:37:29.223079,192.168.1.23,bank.com,10.0.0.15,A,282,True,1
2025-04-08 08:03:29.223079,192.168.1.88,www.example.org,80.210.165.183,A,1284,False,0
2025-04-08 08:25:29.223079,192.168.1.38,bank.com,10.0.0.15,A,256,True,1
2025-04-08 08:53:29.223079,192.168.1.16,login.example.com,192.168.1.100,A,149,True,1
2025-04-08 08:06:29.223079,192.168.1.83,www.example.org,132.107.82.79,AAAA,1123,False,0
2025-04-08 09:37:29.223079,192.168.1.26,login.example.com,10.0.0.15,A,210,True,1
2025-04-08 08:47:29.223079,192.168.1.68,www.test.com,190.245.88.27,A,1927,False,0
2025-04-08 08:34:29.223079,192.168.1.36,bank.com,10.0.0.15,A,211,True,1
2025-04-08 09:06:29.223079,192.168.1.65,www.example.org,135.69.49.18,AAAA,3251,False,0
2025-04-08 08:15:29.223079,192.168.1.91,www.test.com,89.27.141.205,A,1583,False,0
2025-04-08 09:19:29.223079,192.168.1.57,www.test.com,3.137.191.207,A,1609,False,0
2025-04-08 09:20:29.223079,192.168.1.69,www.test.com,72.216.239.29,AAAA,1564,False,0
2025-04-08 08:34:29.223079,192.168.1.1,payments.service.com,192.168.1.100,A,140,True,1
2025-04-08 08:52:29.223079,192.168.1.24,bank.com,192.168.1.100,A,230,True,1
2025-04-08 09:22:29.223079,192.168.1.47,login.example.com,192.168.1.100,A,203,True,1
2025-04-08 08:17:29.223079,192.168.1.72,www.test.com,212.193.182.179,A,673,False,0
2025-04-08 08:35:29.223079,192.168.1.100,www.example.org,68.3.42.143,A,2209,False,0
2025-04-08 08:25:29.223079,192.168.1.97,www.test.com,113.87.160.175,A,856,False,0
2025-04-08 08:05:29.223079,192.168.1.78,www.example.org,92.26.107.205,AAAA,1104,False,0
2025-04-08 08:08:29.223079,192.168.1.74,www.example.org,26.37.112.251,A,3449,False,0
2025-04-08 07:51:29.223079,192.168.1.82,www.test.com,78.219.229.99,AAAA,1533,False,0
2025-04-08 08:56:29.223079,192.168.1.16,login.example.com,10.0.0.15,A,298,True,1
2025-04-08 07:54:29.223079,192.168.1.18,login.example.com,10.0.0.15,A,225,True,1
2025-04-08 09:31:29.223079,192.168.1.7,bank.com,192.168.1.100,A,265,True,1
2025-04-08 08:03:29.223079,192.168.1.35,payments.service.com,192.168.1.100,A,98,True,1
2025-04-08 08:15:29.223079,192.168.1.94,www.test.com,123.122.228.218,A,1855,False,0
2025-04-08 09:46:29.223079,192.168.1.71,www.test.com,242.246.177.12,AAAA,3228,False,0
2025-04-08 07:49:29.223079,192.168.1.54,www.example.org,52.167.105.236,A,2850,False,0
2025-04-08 09:30:29.223079,192.168.1.68,www.test.com,52.157.117.244,A,1655,False,0
2025-04-08 09:35:29.223079,192.168.1.62,www.test.com,253.217.166.79,A,1963,False,0
2025-04-08 08:44:29.223079,192.168.1.25,payments.service.com,10.0.0.15,A,268,True,1
2025-04-08 08:12:29.223079,192.168.1.30,payments.service.com,192.168.1.100,A,204,True,1
2025-04-08 09:19:29.223079,192.168.1.37,bank.com,192.168.1.100,A,200,True,1
2025-04-08 08:17:29.223079,192.168.1.57,www.example.org,76.143.209.69,A,1676,False,0
2025-04-08 09:19:29.223079,192.168.1.73,www.example.org,238.178.51.165,AAAA,3238,False,0
2025-04-08 09:26:29.223079,192.168.1.53,www.example.org,231.164.53.36,AAAA,2437,False,0
2025-04-08 09:02:29.223079,192.168.1.59,www.test.com,10.112.111.233,AAAA,1099,False,0
2025-04-08 08:01:29.223079,192.168.1.59,www.example.org,222.242.94.228,A,3329,False,0
2025-04-08 07:59:29.223079,192.168.1.67,www.test.com,197.17.197.43,AAAA,1433,False,0
2025-04-08 09:44:29.223079,192.168.1.100,www.example.org,60.109.21.241,AAAA,2464,False,0
2025-04-08 08:18:29.223079,192.168.1.66,www.example.org,99.182.221.161,AAAA,1464,False,0
2025-04-08 09:49:29.223079,192.168.1.93,www.test.com,163.75.119.18,A,2122,False,0
2025-04-08 08:55:29.223079,192.168.1.38,payments.service.com,10.0.0.15,A,84,True,1
2025-04-08 09:07:29.223079,192.168.1.16,login.example.com,10.0.0.15,A,70,True,1
2025-04-08 09:33:29.223079,192.168.1.79,www.example.org,250.90.247.119,A,969,False,0
2025-04-08 08:49:29.223079,192.168.1.90,www.example.org,223.187.157.28,AAAA,1337,False,0
2025-04-08 09:03:29.223773,192.168.1.11,bank.com,10.0.0.15,A,178,True,1
2025-04-08 08:53:29.223773,192.168.1.35,bank.com,10.0.0.15,A,160,True,1
2025-04-08 09:47:29.223773,192.168.1.52,www.example.org,110.209.216.147,AAAA,1457,False,0
2025-04-08 09:37:29.223773,192.168.1.14,payments.service.com,10.0.0.15,A,81,True,1
2025-04-08 08:40:29.223773,192.168.1.14,bank.com,192.168.1.100,A,191,True,1
2025-04-08 09:15:29.223773,192.168.1.67,www.example.org,69.17.9.19,A,1142,False,0
2025-04-08 08:24:29.223773,192.168.1.74,www.test.com,248.232.102.44,A,876,False,0
2025-04-08 08:50:29.223773,192.168.1.58,www.test.com,229.196.188.137,A,1864,False,0
2025-04-08 09:32:29.223773,192.168.1.96,www.test.com,40.36.37.57,A,3518,False,0
2025-04-08 07:49:29.223773,192.168.1.52,www.test.com,220.146.1.63,A,1634,False,0
2025-04-08 08:03:29.223773,192.168.1.71,www.test.com,196.45.182.148,A,2390,False,0
2025-04-08 09:29:29.223773,192.168.1.86,www.test.com,148.124.193.42,A,772,False,0
2025-04-08 09:07:29.223773,192.168.1.91,www.test.com,78.240.38.106,A,1060,False,0
2025-04-08 09:46:29.223773,192.168.1.59,www.example.org,48.229.240.111,AAAA,2118,False,0
2025-04-08 07:57:29.223773,192.168.1.84,www.example.org,246.249.83.115,AAAA,1688,False,0
2025-04-08 08:31:29.223773,192.168.1.7,payments.service.com,192.168.1.100,A,234,True,1
2025-04-08 08:55:29.223773,192.168.1.68,www.example.org,128.193.47.27,AAAA,1588,False,0
2025-04-08 07:55:29.223773,192.168.1.33,bank.com,192.168.1.100,A,119,True,1
2025-04-08 08:37:29.223773,192.168.1.79,www.example.org,121.248.89.95,A,1788,False,0
2025-04-08 09:47:29.223773,192.168.1.64,www.test.com,17.205.145.19,AAAA,660,False,0
2025-04-08 07:59:29.223773,192.168.1.33,login.example.com,10.0.0.15,A,81,True,1
2025-04-08 08:36:29.223773,192.168.1.15,bank.com,192.168.1.100,A,212,True,1
2025-04-08 09:20:29.223773,192.168.1.81,www.example.org,42.8.138.220,AAAA,2887,False,0
2025-04-08 09:27:29.223773,192.168.1.88,www.test.com,158.79.140.79,A,2823,False,0
2025-04-08 08:30:29.223773,192.168.1.14,login.example.com,192.168.1.100,A,225,True,1
2025-04-08 08:28:29.223773,192.168.1.38,payments.service.com,192.168.1.100,A,109,True,1
2025-04-08 08:03:29.223773,192.168.1.61,www.test.com,70.5.63.237,AAAA,860,False,0
2025-04-08 08:24:29.223773,192.168.1.59,www.test.com,148.141.137.101,AAAA,2659,False,0
2025-04-08 08:44:29.223773,192.168.1.86,www.test.com,220.13.23.136,A,1359,False,0
2025-04-08 09:36:29.223773,192.168.1.23,payments.service.com,10.0.0.15,A,97,True,1
2025-04-08 08:43:29.223773,192.168.1.22,login.example.com,10.0.0.15,A,96,True,1
2025-04-08 09:38:29.223773,192.168.1.55,www.test.com,65.181.96.33,A,458,False,0
2025-04-08 08:51:29.223773,192.168.1.46,payments.service.com,10.0.0.15,A,124,True,1
2025-04-08 08:21:29.223773,192.168.1.27,payments.service.com,192.168.1.100,A,136,True,1
2025-04-08 09:19:29.223773,192.168.1.50,bank.com,10.0.0.15,A,227,True,1
2025-04-08 08:40:29.223773,192.168.1.15,payments.service.com,10.0.0.15,A,298,True,1
2025-04-08 08:56:29.223773,192.168.1.93,www.test.com,148.78.167.216,A,2012,False,0
2025-04-08 08:44:29.223773,192.168.1.53,www.test.com,177.247.149.245,AAAA,475,False,0
2025-04-08 08:09:29.223773,192.168.1.58,www.test.com,210.223.183.105,AAAA,819,False,0
2025-04-08 07:54:29.223773,192.168.1.21,bank.com,192.168.1.100,A,165,True,1
2025-04-08 09:30:29.223773,192.168.1.74,www.example.org,8.103.218.19,AAAA,1447,False,0
2025-04-08 09:47:29.223773,192.168.1.13,payments.service.com,10.0.0.15,A,194,True,1
2025-04-08 07:56:29.223773,192.168.1.95,www.test.com,73.108.188.130,AAAA,958,False,0
2025-04-08 08:21:29.223773,192.168.1.59,www.test.com,136.209.71.50,A,1758,False,0
2025-04-08 08:20:29.223773,192.168.1.42,login.example.com,10.0.0.15,A,128,True,1
2025-04-08 08:30:29.223773,192.168.1.62,www.example.org,12.194.42.38,A,3475,False,0
2025-04-08 08:07:29.223773,192.168.1.80,www.test.com,105.107.16.3,A,2496,False,0
2025-04-08 08:33:29.223773,192.168.1.54,www.test.com,110.254.200.53,AAAA,568,False,0
2025-04-08 08:51:29.223773,192.168.1.15,bank.com,192.168.1.100,A,82,True,1
2025-04-08 08:00:29.223773,192.168.1.65,www.test.com,253.229.92.151,A,2934,False,0
2025-04-08 08:27:29.223773,192.168.1.17,bank.com,10.0.0.15,A,258,True,1
2025-04-08 08:57:29.224344,192.168.1.99,www.test.com,116.107.118.233,AAAA,2206,False,0
2025-04-08 08:29:29.224344,192.168.1.87,www.example.org,183.199.13.144,AAAA,446,False,0
2025-04-08 08:41:29.224344,192.168.1.58,www.test.com,174.241.222.136,A,785,False,0
2025-04-08 09:47:29.224344,192.168.1.84,www.test.com,31.76.180.109,A,2440,False,0
2025-04-08 08:37:29.224344,192.168.1.74,www.example.org,83.175.215.173,AAAA,1703,False,0
2025-04-08 08:08:29.224344,192.168.1.65,www.example.org,251.91.135.230,AAAA,3069,False,0
2025-04-08 09:13:29.224344,192.168.1.39,payments.service.com,10.0.0.15,A,234,True,1
2025-04-08 09:17:29.224344,192.168.1.55,www.example.org,233.169.144.150,A,607,False,0
2025-04-08 08:08:29.224344,192.168.1.23,bank.com,192.168.1.100,A,170,True,1
2025-04-08 09:34:29.224344,192.168.1.73,www.example.org,53.204.86.76,AAAA,2430,False,0
2025-04-08 08:28:29.224344,192.168.1.53,www.test.com,113.86.187.226,AAAA,932,False,0
2025-04-08 09:24:29.224344,192.168.1.95,www.example.org,70.235.236.84,AAAA,3377,False,0
2025-04-08 09:10:29.224344,192.168.1.38,payments.service.com,10.0.0.15,A,187,True,1
2025-04-08 08:34:29.224344,192.168.1.80,www.example.org,186.186.181.87,A,2150,False,0
2025-04-08 08:59:29.224344,192.168.1.89,www.test.com,19.64.225.103,A,2073,False,0
2025-04-08 09:45:29.224344,192.168.1.63,www.example.org,44.23.135.177,AAAA,1112,False,0
2025-04-08 08:25:29.224344,192.168.1.36,bank.com,192.168.1.100,A,62,True,1
2025-04-08 09:28:29.224344,192.168.1.4,login.example.com,192.168.1.100,A,70,True,1
2025-04-08 09:04:29.224344,192.168.1.58,www.test.com,7.116.80.97,A,2658,False,0
2025-04-08 08:32:29.224344,192.168.1.64,www.test.com,42.12.185.162,AAAA,1248,False,0
2025-04-08 09:43:29.224344,192.168.1.14,bank.com,192.168.1.100,A,206,True,1
2025-04-08 08:12:29.224344,192.168.1.53,www.test.com,192.1.89.97,A,1895,False,0
2025-04-08 09:29:29.224344,192.168.1.58,www.example.org,197.231.19.198,A,1904,False,0
2025-04-08 09:43:29.224344,192.168.1.2,login.example.com,192.168.1.100,A,296,True,1
2025-04-08 08:59:29.224344,192.168.1.55,www.test.com,204.209.145.160,AAAA,1986,False,0
2025-04-08 08:07:29.224344,192.168.1.80,www.test.com,99.221.228.77,A,411,False,0
2025-04-08 08:16:29.224344,192.168.1.21,login.example.com,192.168.1.100,A,281,True,1
2025-04-08 08:20:29.224344,192.168.1.62,www.test.com,133.225.90.19,A,1520,False,0
2025-04-08 09:43:29.224344,192.168.1.3,login.example.com,10.0.0.15,A,281,True,1
2025-04-08 09:48:29.224344,192.168.1.75,www.example.org,138.231.90.182,AAAA,1598,False,0
2025-04-08 09:08:29.224344,192.168.1.78,www.test.com,223.118.18.109,A,1170,False,0
2025-04-08 09:48:29.224344,192.168.1.92,www.test.com,69.141.1.206,A,2298,False,0
2025-04-08 08:06:29.224344,192.168.1.100,www.example.org,20.255.230.136,AAAA,426,False,0
2025-04-08 08:41:29.224344,192.168.1.28,login.example.com,10.0.0.15,A,237,True,1
2025-04-08 09:13:29.224344,192.168.1.37,payments.service.com,192.168.1.100,A,137,True,1
2025-04-08 09:05:29.224344,192.168.1.60,www.example.org,62.151.89.169,A,1317,False,0
2025-04-08 08:39:29.224344,192.168.1.68,www.test.com,170.29.57.7,AAAA,3322,False,0
2025-04-08 09:27:29.224344,192.168.1.41,bank.com,10.0.0.15,A,259,True,1
2025-04-08 08:13:29.224344,192.168.1.47,bank.com,192.168.1.100,A,166,True,1
2025-04-08 09:03:29.224344,192.168.1.45,login.example.com,192.168.1.100,A,69,True,1
2025-04-08 08:55:29.224344,192.168.1.1,payments.service.com,192.168.1.100,A,205,True,1
2025-04-08 08:38:29.224344,192.168.1.79,www.example.org,204.100.46.42,AAAA,1434,False,0
2025-04-08 08:01:29.224344,192.168.1.84,www.test.com,213.45.92.79,AAAA,474,False,0
2025-04-08 09:45:29.224344,192.168.1.89,www.test.com,18.11.63.127,AAAA,3037,False,0
2025-04-08 09:45:29.224344,192.168.1.75,www.example.org,173.142.205.63,AAAA,1284,False,0
2025-04-08 08:28:29.224344,192.168.1.79,www.test.com,11.81.243.211,A,1928,False,0
2025-04-08 08:38:29.224344,192.168.1.5,payments.service.com,10.0.0.15,A,116,True,1
2025-04-08 08:54:29.224344,192.168.1.95,www.test.com,189.136.129.69,A,1806,False,0
2025-04-08 09:33:29.224344,192.168.1.100,www.example.org,41.3.110.132,AAAA,1813,False,0
2025-04-08 08:15:29.224344,192.168.1.10,payments.service.com,192.168.1.100,A,70,True,1
2025-04-08 08:15:29.224344,192.168.1.58,www.example.org,198.183.183.239,AAAA,3116,False,0
2025-04-08 08:21:29.224344,192.168.1.70,www.example.org,102.21.144.96,A,1595,False,0
2025-04-08 08:45:29.224344,192.168.1.60,www.example.org,60.114.111.195,AAAA,3484,False,0
2025-04-08 08:03:29.224344,192.168.1.1,login.example.com,192.168.1.100,A,292,True,1
2025-04-08 09:45:29.224344,192.168.1.94,www.test.com,140.49.61.147,A,2373,False,0
2025-04-08 09:32:29.224344,192.168.1.58,www.test.com,53.109.19.41,A,1192,False,0
2025-04-08 08:53:29.224344,192.168.1.28,login.example.com,10.0.0.15,A,154,True,1
2025-04-08 08:28:29.224344,192.168.1.61,www.example.org,213.50.96.20,A,2559,False,0
2025-04-08 08:38:29.224344,192.168.1.30,login.example.com,192.168.1.100,A,97,True,1
2025-04-08 08:41:29.224344,192.168.1.73,www.test.com,195.107.219.142,AAAA,3323,False,0
2025-04-08 09:20:29.224344,192.168.1.84,www.test.com,163.4.153.142,AAAA,3103,False,0
2025-04-08 09:15:29.224344,192.168.1.74,www.test.com,207.228.15.123,AAAA,787,False,0
2025-04-08 08:34:29.224344,192.168.1.87,www.test.com,51.37.112.71,AAAA,2584,False,0
2025-04-08 09:43:29.224344,192.168.1.19,payments.service.com,192.168.1.100,A,216,True,1
2025-04-08 08:36:29.224344,192.168.1.14,payments.service.com,10.0.0.15,A,201,True,1
2025-04-08 09:03:29.224344,192.168.1.90,www.test.com,21.28.200.217,A,1750,False,0
2025-04-08 09:34:29.224344,192.168.1.12,bank.com,10.0.0.15,A,287,True,1
2025-04-08 08:36:29.224344,192.168.1.54,www.example.org,129.106.169.190,A,2778,False,0
2025-04-08 08:19:29.224344,192.168.1.98,www.example.org,174.237.39.72,AAAA,1740,False,0
