timestamp,source_ip,method,target_url,status_code,bytes_sent,user_agent,attack_label
2025-04-08 09:10:44.102466,103.193.172.200,POST,https://victim.com/login,403,4059,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:18:34.102466,208.106.120.73,OPTIONS,https://victim.com/api,403,3238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:17:32.102466,122.1.31.136,GET,https://victim.com/login,503,1243,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:44:20.102466,101.108.104.54,POST,https://victim.com/api,200,3916,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:41:34.102466,9.4.124.136,GET,https://victim.com/api,404,295,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:24:58.102466,28.79.161.93,OPTIONS,https://victim.com/login,403,4258,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:36:49.102466,198.18.197.127,GET,https://victim.com/api,403,2178,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:16:04.102466,114.9.18.185,POST,https://victim.com/login,404,4986,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:37:16.102466,186.54.28.129,POST,https://victim.com/api,503,1399,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:44:40.102466,107.10.112.162,POST,https://victim.com/api,404,460,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 08:58:37.102466,97.126.210.148,OPTIONS,https://victim.com/login,200,235,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:02:56.102466,145.197.248.42,GET,https://victim.com/login,403,1124,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:48:24.102466,240.55.185.56,POST,https://victim.com/api,200,160,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:12:22.102466,189.233.186.67,POST,https://victim.com/login,404,3144,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:35:45.102466,34.27.63.81,GET,https://victim.com/login,403,1529,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:42:34.102466,109.176.223.16,OPTIONS,https://victim.com/api,404,1944,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:04:55.102466,192.168.1.27,GET,https://victim.com/home,200,1160,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-04-08 08:59:25.102466,81.183.174.2,OPTIONS,https://victim.com/login,403,2844,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 08:59:01.102466,24.22.10.54,HEAD,https://victim.com/api,503,3029,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:00:28.102466,124.37.230.47,OPTIONS,https://victim.com/api,404,3832,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 08:52:54.102466,192.168.1.41,GET,https://victim.com/home,200,1452,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-04-08 09:06:00.102466,98.113.43.232,HEAD,https://victim.com/login,403,3385,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:24:41.102466,159.118.162.3,POST,https://victim.com/api,503,3168,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:28:50.102466,190.8.175.247,OPTIONS,https://victim.com/api,404,1988,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:26:43.102466,83.51.162.146,POST,https://victim.com/login,200,4391,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:48:45.102466,48.35.129.167,HEAD,https://victim.com/login,403,2339,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:09:36.102466,134.255.88.185,OPTIONS,https://victim.com/login,403,4768,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:04:01.102466,192.168.1.45,GET,https://victim.com/home,200,1726,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-04-08 09:24:55.102466,156.97.80.53,POST,https://victim.com/api,503,2285,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 08:54:02.102466,197.72.171.251,HEAD,https://victim.com/api,200,1888,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:17:44.102466,255.75.3.4,GET,https://victim.com/login,503,1701,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:27:50.102466,4.64.92.198,OPTIONS,https://victim.com/login,503,2394,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:21:51.102466,134.94.122.157,HEAD,https://victim.com/api,503,1404,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:33:06.102466,95.224.103.193,POST,https://victim.com/login,200,4273,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:10:23.102466,223.173.34.21,POST,https://victim.com/login,503,4146,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:21:45.102466,192.168.1.34,GET,https://victim.com/home,200,1525,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-04-08 09:37:30.102466,196.60.117.160,GET,https://victim.com/login,200,957,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:34:56.102466,210.223.113.39,HEAD,https://victim.com/login,404,3506,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:37:53.102466,93.214.14.213,POST,https://victim.com/login,200,2398,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:41:17.102466,39.113.199.203,OPTIONS,https://victim.com/api,403,2014,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 08:58:35.102466,183.220.205.170,HEAD,https://victim.com/api,503,2293,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:06:35.102466,15.2.208.30,GET,https://victim.com/login,503,2475,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:11:11.102466,249.77.215.151,HEAD,https://victim.com/api,503,4464,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:12:35.102466,41.246.162.248,OPTIONS,https://victim.com/api,403,870,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 08:50:48.102466,59.196.20.35,OPTIONS,https://victim.com/login,200,916,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:22:11.102466,110.152.220.62,GET,https://victim.com/api,403,1003,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:16:48.102466,37.92.203.215,POST,https://victim.com/login,503,1583,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 08:55:31.102466,48.94.159.7,OPTIONS,https://victim.com/login,403,2864,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 08:50:30.102466,206.38.203.207,HEAD,https://victim.com/login,403,924,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:09:08.102466,29.231.235.44,OPTIONS,https://victim.com/login,200,2831,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 08:54:51.102466,30.236.204.59,GET,https://victim.com/login,404,1814,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:42:14.102466,197.171.9.62,GET,https://victim.com/api,503,1683,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:03:08.102466,168.101.8.123,POST,https://victim.com/api,503,3902,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:15:33.102466,176.198.76.71,GET,https://victim.com/login,200,2905,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:37:08.102466,188.173.60.35,HEAD,https://victim.com/login,503,3252,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 08:54:48.102466,145.160.66.245,POST,https://victim.com/login,404,3998,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:12:32.102466,56.230.96.100,HEAD,https://victim.com/login,503,4818,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 08:58:35.102466,219.36.40.71,OPTIONS,https://victim.com/login,503,4331,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:44:44.102466,243.185.216.172,POST,https://victim.com/login,503,4799,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:39:14.102466,75.227.193.225,POST,https://victim.com/api,403,596,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:37:26.102466,32.33.59.32,GET,https://victim.com/login,404,2337,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:00:27.102466,206.169.135.215,HEAD,https://victim.com/login,503,4445,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:40:46.102466,38.32.84.104,POST,https://victim.com/login,503,497,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 08:58:53.102466,28.111.92.245,GET,https://victim.com/login,200,479,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:30:11.102466,192.168.1.37,GET,https://victim.com/home,200,1479,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-04-08 09:33:06.102466,237.139.229.169,HEAD,https://victim.com/api,503,4068,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:06:03.102466,246.33.253.205,HEAD,https://victim.com/login,503,629,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:02:35.102466,192.168.1.6,GET,https://victim.com/home,200,717,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-04-08 08:58:36.102466,128.139.95.123,GET,https://victim.com/login,200,4165,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:10:56.102466,50.15.230.251,GET,https://victim.com/login,403,4312,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:12:18.102466,192.168.1.45,GET,https://victim.com/home,200,1630,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-04-08 09:33:51.102466,38.59.50.176,OPTIONS,https://victim.com/api,503,4499,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:44:01.102466,192.168.1.39,GET,https://victim.com/home,200,958,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-04-08 09:32:53.102466,96.13.87.88,OPTIONS,https://victim.com/api,200,2948,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:39:15.102466,27.130.182.62,OPTIONS,https://victim.com/api,403,4294,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:36:02.102466,192.168.1.3,GET,https://victim.com/home,200,644,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-04-08 09:24:21.102466,219.164.132.170,GET,https://victim.com/login,200,948,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 08:50:34.102466,62.39.239.56,GET,https://victim.com/login,404,2381,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:38:45.102466,67.111.251.3,OPTIONS,https://victim.com/api,503,2975,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:19:24.102466,192.168.1.17,GET,https://victim.com/home,200,1927,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-04-08 09:03:51.102466,215.62.97.52,OPTIONS,https://victim.com/login,403,2487,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:09:44.102466,219.155.233.242,OPTIONS,https://victim.com/login,404,4962,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:31:20.102466,150.191.116.200,HEAD,https://victim.com/api,404,4596,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:22:11.102466,179.161.118.226,POST,https://victim.com/login,403,4075,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:12:53.102466,112.207.35.176,POST,https://victim.com/api,403,2151,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:09:53.102466,83.148.176.70,HEAD,https://victim.com/api,403,3825,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:14:32.102466,207.151.139.111,OPTIONS,https://victim.com/api,404,230,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:17:08.102466,176.149.190.210,HEAD,https://victim.com/api,404,3799,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:20:29.102466,36.18.239.164,OPTIONS,https://victim.com/api,503,1504,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:38:00.102466,24.172.225.15,POST,https://victim.com/login,404,980,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:28:59.102466,21.230.27.16,HEAD,https://victim.com/api,404,1870,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:31:00.102466,42.118.23.156,GET,https://victim.com/api,503,2910,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:10:25.102466,216.109.110.209,HEAD,https://victim.com/api,404,3704,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:13:00.102466,192.168.1.16,GET,https://victim.com/home,200,1464,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-04-08 09:26:37.102466,204.171.168.65,POST,https://victim.com/api,503,1187,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:38:41.102466,202.36.254.251,POST,https://victim.com/api,404,1599,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:12:42.102466,253.183.241.255,POST,https://victim.com/api,403,3885,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 08:56:19.102466,192.168.1.4,GET,https://victim.com/home,200,698,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-04-08 09:29:01.102466,99.221.143.217,POST,https://victim.com/api,403,116,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 08:50:29.102466,105.89.49.25,GET,https://victim.com/login,200,3030,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:07:10.102466,99.87.87.78,GET,https://victim.com/api,404,2352,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:26:14.102466,136.170.206.97,POST,https://victim.com/login,200,496,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:28:21.102466,27.224.210.46,HEAD,https://victim.com/api,404,3701,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:13:28.102466,194.35.245.220,HEAD,https://victim.com/api,404,1114,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 08:58:20.102466,93.226.39.95,POST,https://victim.com/login,403,213,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:06:19.102466,28.7.155.72,POST,https://victim.com/api,200,3672,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 08:51:20.102466,237.255.158.6,OPTIONS,https://victim.com/api,503,1954,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:32:13.102466,224.52.124.9,OPTIONS,https://victim.com/api,200,1735,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:37:31.102466,182.222.167.207,POST,https://victim.com/api,403,4808,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:08:56.102466,189.5.58.101,HEAD,https://victim.com/login,200,4179,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:36:04.102466,93.39.16.103,GET,https://victim.com/api,404,2753,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:19:07.102466,232.234.224.119,OPTIONS,https://victim.com/login,404,3283,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:18:23.102466,140.131.79.27,POST,https://victim.com/api,503,2265,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:18:56.102466,80.252.248.118,GET,https://victim.com/api,404,3379,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:27:34.102466,183.74.104.170,OPTIONS,https://victim.com/api,404,562,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:13:55.102466,147.106.172.21,OPTIONS,https://victim.com/api,200,1216,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 08:54:17.102466,214.67.226.117,HEAD,https://victim.com/login,503,4536,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 08:54:53.102466,196.154.121.46,GET,https://victim.com/api,403,2287,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:25:18.102466,108.60.7.172,GET,https://victim.com/api,404,1227,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:16:25.102466,131.32.133.246,POST,https://victim.com/login,200,2857,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:40:58.102466,20.94.164.152,OPTIONS,https://victim.com/login,200,368,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:04:28.102466,14.57.101.211,HEAD,https://victim.com/login,503,2956,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:31:03.102466,81.22.9.19,OPTIONS,https://victim.com/api,403,4231,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:49:03.102466,82.18.192.237,POST,https://victim.com/api,403,4570,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:14:32.102466,192.168.1.3,GET,https://victim.com/home,200,1727,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-04-08 08:55:02.102466,114.4.181.156,OPTIONS,https://victim.com/api,200,2534,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:41:08.102466,53.53.185.112,POST,https://victim.com/login,404,1331,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 08:59:50.102466,116.190.186.210,HEAD,https://victim.com/login,503,2426,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:13:37.102466,219.136.146.11,POST,https://victim.com/api,403,4660,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:12:04.102466,77.223.83.25,HEAD,https://victim.com/api,404,148,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:47:46.102466,190.126.161.161,HEAD,https://victim.com/api,503,803,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:17:32.102466,13.146.103.78,POST,https://victim.com/api,200,782,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:25:42.102466,245.11.147.45,OPTIONS,https://victim.com/api,200,789,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:41:15.102466,204.231.75.4,HEAD,https://victim.com/login,503,1223,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 08:59:03.102466,164.85.221.32,GET,https://victim.com/login,200,2677,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:12:28.102466,197.19.38.237,POST,https://victim.com/login,200,771,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:26:43.102466,227.30.1.45,HEAD,https://victim.com/api,403,4292,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:09:08.102466,40.125.92.153,POST,https://victim.com/login,503,3875,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),1
2025-04-08 09:29:51.102466,173.232.237.80,GET,https://victim.com/api,403,4025,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:00:55.102466,75.31.189.99,GET,https://victim.com/api,503,1705,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:34:25.102466,187.245.239.64,HEAD,https://victim.com/login,403,1093,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 09:45:30.102466,160.7.212.116,HEAD,https://victim.com/login,403,4348,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
2025-04-08 08:58:23.102466,84.40.235.226,GET,https://victim.com/api,404,995,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1
